comment,class
عرفتي علاش هبطتي باش تقرا لكمنترات حيت ربي بغاليك هاد الدعوة سير الله انجك في حياتك ويوفقك وبغيت لميمتك شي حجة الا فرحتيني باشتراك بغيت ربي فرحك,0
مسكينة الله يشافيها باين عندها الامور مختلطة بين المرض النفسي والاعجاب بالنفس والمس سمعتو شحال من مرة قالت انا زوينة وسيقانبي وفخادي الله يشافيها ويعافيها,0
الاميه و الجهل ازبي و الاسلام دزب زااااادكلخكم  العلم ثم العلم و الوعي لي غيخرجو هادالامه من الجهل و التخلف  وا بالرب و كون هااد الملف تعرض هنا فامريكا كون شاف الرعب دجهنم ف السجون الامريكيه ههههههه اودي  مفراسهم ما يتعاود  سير ع الله,1
عرفتي سير توب قبل فوات أوان,0
ربي يهديك,0
تفوغير العاهات لاصحافة لا مجتمعالكلخ,1
اكبر حلووف هو انت,1
لا اله الا الله,0
عجب يتفاوظون على شعوب عربية وعليهم وهىلا تعلم,0
السيبة ومادير بزازيلوكي اتارت معدتنا وقلبتها راسا على عقب ,1
هداك جزائري كون دقوا بوه نيت,1
أول مر نبغي فيديو ديال شوف  إطلع   لي معايا إدير ليك,0
ياالهي ماهذا,0
بسم الله الرحمن الرحيم قل هو الله احد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد صدق الله العظيم,0
تقدر تكون بصح البنت ولات ولد بحال نوره اللي ولات نور بنت واحد الممتل مصري,0
أما ذنب عليهم بزوج والذنب الكبير عليها هي ,0
لا تجعلو من تافهين مشاهر  يطلع علمهم بيكم  ههه هوا قالها بوهالي,1
حويتي يوتيب أساط,1
شكون بحالي كيرجع يشوف أغنية فين وصلات ,0
العزززز  ليكم ولاد بلادي المغاربة الاحرار تحياتي لكم ⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦⁩⁦,0
انا مفهمتش ناس كيتقدمو ب المونتاج وحنا للمغربة راجعين بيه اللور تجيب دري صغير يدير فيديو كليب حسن من هذا,1
"الصحراء المغربية و  من الشعب المغربي يحلم بالعيش خارج المغرب ما هذا التناقض
",0
ويييييلي على كوزينا هاد فاش فالحة والحالة خانزة,1
هدشي خطير  اخطر من  حسبية ألله ونعمة لوكيل   راه قالو القانون فوق كووولشي وفينك القنون وفينكوم المسؤلين راه شوهة هدي ميمكنش يجرا هدشي الحموشي ميديرش لازم راه لحݣرا هدي حشومة ولله حتا حشومة,1
السلام عليكم الله ارحم والديكم ستروها فوجه الوالدين ديالها درواش و الله وكادة الفقر ان يكون كفرا ان الله غفور رحيم,0
الله ايرحمك ابلادي,0
واش هادا موضوع اش غادي يستافد منو المشاهد الله ياخد فيكم الحق اصحافت اخر الزمان ديال الزبل شوف فضيحتي و حتى لي عاملين ليكم ابوني راه مساكن تحت المستوى و بدون وعي,1
سي محمد نصيحة لله عنداك تدخل تقرا التعاليق ,0
"وأخيرا نزار سيتربع على عرش طوندونس المغاربة نجيبوها والله حتى يطلع للطندونس صحا 
",0
حتي يوتوب مقبلش هاد الكارثة تصدم وسد ودنييه هههههههههه,1
شوف البوليزاريو علاس راكبين والخرخوري شادةالصف على الحليب والزيت,1
ولله وطلعتي ليا ف  حتى مفركع دينمها ديك تلفازة قالك سلسلة رمضانية,1
شكون متفق نصليو صلاة الجنازة على المغرب يسطاسيوني حدايا,1
كبرت ف خيرية و فاش وصلت  سنة جراو عليا حيت وصلت لسن القانوني و فتحت هاد القناة باش نعاون راسي شوية حيت معندي حد  عافاكم ديرولي ابوني,0
الله اعطيكم الذل لا زين لا مجي بكري,1
واش هدا ,0
مشفتتش الفيديو ومغاديش نشوفو حيت طلعتيلينا فااراس ومتعاودشلينا قصة حياتك انت ومراتك ره مبقيتش كنحمل اطلعليا الفيديو ديالك,1
انتي مشيتي معاه و وتقولي تكرفص عليا شوفو نفس الهضرة ديال البنت لي مع سعد المجرد غير رجعو الفيديو وتشوفوه لي معايا يدير لايك,0
نحماق عليك اختي سعيدة شرف الله بغلبك عليهم,0
الي دارها باايديه يفكها بسنيهوباز عندك الوجه الي يدوي الغلط ديالك كون درتي العز على راسك كاع مايوقع ليك هاد الشي,1
 اولياء الامور لن يكونوا قادرين على تربية اولادهم والسيطره عليهم,0
منطاج ديال  نوكيا  والله حتى يمونطي حسن من عاد الفيديو ديال الشوهة والعار,1
منين انتي عارفة المجتمع ديالك محافظ ومكيرحمش علاش مشيتي درتي معاه هاد الفضيحةمالكم متناقضين في شخصياتكم,1
بحال هذا بندم حلال عليهم نقتلهم ياخخخ تفو على لوبيا,1
طبقوا الإعدام من اجل سلامة هذا الشعب لان القادم خطير على هذا الوطن,1
قالت فاخيتا ديال مسلسل الدار الكبيرة تفو تفو تفو يخ تفو,1
قبح الله الفقر  هي في حاجة إلى متابعة نفسية,0
وانتم مالكم تعري الا نكلس احذو بناتكم خوتاتكم لمخرج من ذنيا مخرج من اعقيبها كل وأحذ يذها في سوق راسو الناس وصلو لقمار انتما حذو هذا تعري هذا اسطح شوفو ريسكم الله ينعل لميحشم,1
اوا بارطاجي لينا كفاش سمحمد تدوقلك الحلوى في بيت نعاس انا تنظن انك نتي لتدوقيليه الحلوة باش نيت روتيني ولي فيه محتوى اوا عرفتي راك خيرية تتكلم ,1
مستوى رديئ صحافة جاهلة,1
وا شوووف اسلوب الهدرة,1
كيفاش باركة ,0
انتي ياأخت ليلى دمرتي نفسك ومستقبلك بإيدك الشيطان كان عامي,1
برامج د زوامل ,1
وسمحو ليا واش اللي يجي يخطب  مايجيب معاه  حتى واحد من فاملتو دخلوه  امو قال في العمرة كان عليهم هما من الصواب والاداب يقولو له لا ا وليدي سير حتى تجي امك وجيوا مرحبا بكم  علاه هي تبغي تمشي العمرةتجي تلقى ولدها تزوج  هو ولد الحرام وهما غمضو عينيهم على مسائل كان خاصها تكون  اللي هي العائلة والعدول,1
أش هاد المونطاج تاع المرض هدا هو  الي فيه السنادق ديال كوكا الي متافق يدير جيم  تبارك الله عليك السي الناصيري كانحتارموك بزززاااف,1
متعيبوش الناس و تقولو لحول  لحول د الأخلاق راه فيكم انتوما  تفو على ناس عيابين مني ولدك يخرج حول واجي تبقى تبكي تقول علاش تقبلوا الناس كيفما هوما,1
أختي قسما بالله الله يحفظك وينجيك ياااربي وكنطلبو من الأمن يردو لبال لهذه السيدة غامرات براسها وهدرات والله حتى إمرأة ماشاءالله عليها بمليون راجل الله ياخذ الحق فشمايت الي واقفين كيتفرجو أ كيصورو حسبية الله ونعمة الوكيل,0
وا دي البنت الورقية راه مسكونة الله يشافيها,1
ايخان نباباك نحن معك حتى تعتازل   و تقول ليهم سبابي اعداء النجاح ههههههه,1
نتي بخيتي سافي ملخر,1
هده مريضة بالفصام تتخيل فقط يجب معالجتها,0
صوت هاد الصحفي يذكرني بمذيع برنامج أمودو,0
واش انا صمكة ولا صوت ماكاين,1
«كل أمتي معافى إلا المجاهرين وإن من المجاهرة أن يعمل الرجل بالليل عملا ثم يصبح وقد ستره الله فيقول يا فلان عملت البارحة كذا وكذا وقد بات يستره ربه ويصبح يكشف ستر الله عنه» رواه البخاري واللفظ له ومسلم,0
كتبقى فيا بنت سينا مسطينة نهار تكبر وتبقا تشووف هادشي كيفااش غتولي حتا هياا,1
قال ليك  درياة الله اعفوا عليهم على مال البنات كتفسد بوحدها راه راجل لي تتيشجع على دعارة,1
الله يرحم هاد البلاد  شعب د الزمر  و الكلاخ  لاعلاقة بالا سلام,1
لم لا تنشرون التعليقاتأم أصابكم رهابإيرانأنتم أيضا,0
الحب الحقيقي  هنبقى هازك حتى ن لمووت  ,0
مسكين داك الولد لي حول غير مگدم ههههه,1
الخوت شكون حاس بلي نزار غاذي يربح فاللخر و مغاذيش يخرج خاسر ,0
سيييييير الله يعطيكم الصحة,0
عاش مالك تحيد كاميرة سلخو موا تبارك على خوتنا مغاربة وعلى اخت فاطمة الزهراء,1
بغيت ربي يفيظ خميرتك و ويرفع من شانك اللي احسنت بديك البنت و ماخليتيهاش للذياب ينهشو فيها ,0
بينا  لي الاعما  أنه تيبغيها,0
الله يعطيك الصبر اختي الله يهديها و توب عليها ياااربي ,0
استغفر الله العظيم العالي العضيم  شيء لايصدق هذا مرض نفسي,0
باين غير مربينها,0
واخا كاع عرفك مشيتي معاه بخاطرك ماغصبكش على باش تمشي معاه وحنا ماكا يهمناش هاد شي لوقع ليك معاه,0
فعلا الجن كاين ولكن اختي مكيتشافش ومكيهدرش مع ناس,0
وش هذا كليب و لا طرح ديال ببجي,1
يخصه من الإعدام مابغاكش يطلقك,1
فهمني علاش كتبوسيه وكتصوري فنفس الوقت داكشي مكيتصورش الا في البورنو الله يعطيك العز أما,1
"خسارة بعاد علية وما كون درت حقي حتى انا فيه 
",0
الفيديو ديما خارج عن العنوان,0
شكون شاف نزار  او سباب الملولي ,0
وسير الله يعطيك دل اما العز منبغهشي ليك الله يعطيك شي موصيبة,1
يا ربي نكون غير كنحلم,0
انا بغيت ربي ينتقم منكم,1
عرفتي علاش باش تقرأ لكمنترات حيت ربي بغاليك هاد الدعوة سير الله ينجحك ويوفقك وبغيت لممتك شي حجة  الا فرحتيني بابوني بغيت ربي يفرحك,0
بغيت غير نفهم شنو علاقة الحديوي بالغنا,0
هذاك جزائري ماشي مغربي لانه قال ماتوشيش لوطو,0
ربي يجيب الخير الله غالب عليها هي وانشاء الله ربي يشفيها والله غاضتني بزااف,0
أوا ليحرق غا جد بوكم,1
راه الملولي مورا كلشي الاغنية لي مشات و الانستغرام الوقت توريكم راه حنش,0
والله انتي تساوي رجال الأسفي كلها,0
انا من جزاىر واش صاير ازبي,1
حرام علبكم ظلمتوه هاكا كانحتافلو حنا المغاربة مع مي الحاجة بعيد ميلاد ومن بعد كانقلبوها بوسان بلحق تبارك الله عليك على السؤال الكوميدي هل يحتفل المغاربة باللحم والبرقوق ههههههههههههه,0
ماحد حشوما كاينة ليهيا الباطرونا ليتحكم تزاد فيروس ماشي كوفيد فيروس العنف الجسدي غادي يستمر ماحد ماكيهدر تواحد ماكينين مضاهرات كل كيضرب علي راسو,1
والله حتى بنادم حمق كيقرا ساري كول او صوفيا او كيدخل الفلخر كيكوليك واليدينا على شنو كنتي معول باش تسمع دين واقيلا,1
مين خرج هاد الوسخ ,1
شكون حظ سينا زيانت,0
ديز لايك اكبر من لايك,0
ربي بفتحها فوجهك ويغفرلك ختي اختك من الجزائر ربي يهنيك ونشالله يبعد علبك ولاد حرام,0
فيديو فيه  صوت ديالو وشكرا,0
السلام عليكم أنا خولة كندير فيديوهات عن الحياة ف أمريكا نتمنى تشتاركو عندي,0
شوف الزبل رقم واحد في نشر الرديلة خص المغاربة يلقاوشي حل باش هاد القناة تتوقف من يوتيوب,1
فيبببينك الالة فاطنة بنت الحسين الله يرحمكسمعتها كتهظر فواحد الحوار قمة ديال لاكلاس والشيخات لي معاها الآداب والصواب والحشمة,0
سمحلي ليااختيلكنتتصوريدوريهالهيهوحشميشوية,1
مبقاو رجال ولاعيلات تفو عليكم,1
قلة ما يدار تفو على شعب,1
تفو عليك انتي ولي معاونك ,1
رباعة منحرفين تفو ولكن عدد اللايكات على الفيديو تستاهلو كتر من هاد الخنز حيت بان ليا عندو جمهورو,1
عيطي على صاحبك يعونك الله يعطيك لمسخك,1
لا مكدريش بحال هكا فاش شكتصبني فصطاح كتركزي على ديك لبلاص بضبط,1
الله يدير ليك شي تاويل الخير وماتخلايش على ولدك وحقك,0
بغيت لي شاف تعليق ديالي الله  يرزق ميمتكم الجنة و زيارة الكعبة  عاونوني  نوصل  ل ألف مشترك تأبوناو عندي يرحم ليكم الميمة,0
وحياتها أصاحبي فااااك على شعب عيشو غير حياتكم و دخلو سوق كركم  دايرين فيها علماء,1
لا الاه الا ه الله الحي الدي لا يموت الجن مهما كانت قوته يبقى ضعيف امام خالق الكون و الجن و الانس الجن المسلم لا يمكنه أن يادي الإنسان ,0
والله حتى البسالة,1
الله ينعل الفاسقين اللهم جعل لهم عداب في ذنيا وجعل لهم في لاخرة عاب جهنم وجعلهم في درك لاسفل معا فرعون,0
الغلط ديالك  انت لدرت اليد ديالك في النار  راه مداكش بزاز مشيتي بخاطرك,0
شبعوا فلوس أمها راه كانت وزيرة كتربح زبالة ديال فلوس الشعب لابد من الفساد بحال كلشي علي الوزير اليتيم ولدوا قمار وهما بزاف   كون كانت حازقة متديرش هاد المنكر متلقاش الخبز واتاي المنكر كيخرج من المرفحين اللا من رحم ربك,1
الأغلبية ديال التعاليق كيقولو ويلي انا ما نتصورش ما نصيفطش لراجلي اوا احبيبة بقاي حتى تلقاي عندو تصاور من عند مرأة اخرى انا شخصيا كنسيفط لراجلي تصاوري بلا ما نشد وجهي حيت راجل كيبغي يشوووف هادشي ادا ما لقاهش مع مرتو را لخبار فراسكم عطا الله شكون توريه داكشي,0
السيدة دخلات سوق راسها تفو على قناة مسحو هاد الفيديو,1
مال هاذ الخرا واش حناليصمكين واليوتيوب لمقدرش يسمع صوتو الجميل والزائع ,1
الله يهديك او يهدينا او يديك او يدينا فطريق مستقيم يارب ,0
حيدو ليه رايت المغرب و لحوه فديك صحرا ورجعو ,1
علاقة حب عميقة و ثقة عمياء و المحامي تخلى علي الحب ليلى حيث محامية الإبراهيمي ماكرة شدة محامي من يدو لتتوجعو,0
مشيتي معه لوطيل كنتي تسناي يعطيك دروس في دين الله يهديك اختي فين وليديك,1
سيري الله يعطيك الذل  الوسخ,1
هدا مافنان ماهو راجل ماهو مرا باختصار الله ينعل الأصل ديال الي رباه,1
هجووووم طلعوا الأغنية ديال نيزار في طونطوس  ضد فيها ,0
الله يعطيك حبة في زك هدا ما نقولك,1
الخونة أقلية المرتزقة كل من ضلم أو سحق من  طرف بعض الضالمين من المسؤولين يمكن ان ينقلب الى انفصالي,1
و بوبريص ولى حاس براسو نجم سير الله يمسخكوم,1
واش هاد التصاور ديال مرأة و راجلها هادو تصاور ديال بنات زنقة و دويو على تصويرة ديال شيشة كين شيراجل كيدي مرتو لمقهى شيشة,1
الله يعطيك الستر,0
اللهم استرنا فوق الارض وتحت الارض ويوم العرض عليك يا الله ,0
اصلا مكاينش الفن  كاين هي العفن هاذا بالنسبة لي رأيي الشخصي اكا الفن فهو ما يقوم به الصباغ و الجباص و النقش على الخشب و و  ليس التغنب بالحب و الكلام النابي و ,1
علاش كاتلوموها غا هيا تاهوا منوا الغلط حيت ضحك عليها و مكملها و مجملها مجوج و كايخون مراتو كان عزيز عليا دابا طاح من عيني,1
عايشين في الخرى ويقولون عاش الهلك الله يذلكم ويذلو وجو الشر,1
ه ذشي مامنو والو غير قصة مصطنعة باش يطلعو البوز,0
و غير طاهور و ليلى يجيبولكم لكراسا عواض صنادق دلخضرة,0
بحال هادو علاش ما تجيهمش كورونا,1
الله يقطع النسا فحالك من الدنيا شوهتي براجلك باولادك بالعائلة ديالك و بالمغاربة كاملين,1
عرفتي علاش هبطتي باش تقرا لكمنترات حيت ربي بغاليك هاد الدعوة سير الله انجحك ويوفقك وبغيت لميمتك شي حجة  ألا فرحتيني بإشتراك بغيت ربي يفرحك,0
ياربي بغيت هاد كورونا متخرج من لمغرب حتى دي معها گاع هاد زوامل لقبر  ياربي,1
ختي نصيحة مني بيعي هاذاك صناك ديالك ودارك وكلشي وسيري بداي فمدينة بعييييدة أو كاع خرجي برا غدا ولا بعد غدا المجرم غادي يخرج ماعرفتي ينتاقم منك,0
انت سير ستر راسك وستر مرتك وباركا علينا الفضايح وانت اشوف تيفي الله يعطي بوكم الغضاب ,1
شكون جا من بعد ما رجعات الأغنية يسطاسيوني حداي,0
فييييييينكم العيالات القادات معاكم ام نهى,0
اما الفتاة حتى ولو كانت زنت فهناك أطفال لها وكبار السن معها,0
شعب القراعي,1
كترتو اطمعات وليتو رخاص,1
تصاورك معاه فالطوموببل بلا حجاب علاش دابا الحجاب والجلابه ,1
هههههه تشوهتي,1
علاش بالضبط جاي لكازا سير لمراكش,0
الراقصة والطبالةعايشة والله حتى قتلتنا  بالضحك كلشى على الفتاحىغدى توصل بالحلال ان شاء الله,0
عاش الملك الله الوطن الملك   والصحراء مغربيه,0
عفاكمعرضهاعلى راقي عثمان ابو ادام  الله اجزيكمبخير نقضوهاالله احفضكم,0
الله ياربي الله حتا انا كنت مخطوبة او رجلي يقولي صفطيلي  والله هيلا نصفطلو  مسكين ولكين انا رجلي حق تزوج بيا حمدالله او دوك تصور كالي محيتهم غي اشوفهم من نهنا يمحيهم من هنا حق ولد ناس او راجل او بغاني,0
قلاويي هد لعوج تفو سترك يا الله,1
شكون بحلي كيرجع اسمع اغنية نزار كيشوف فين وصل ,0
وا يأجوج و مأجور خروجو دغيييييا,1
بعتو یخشلك شی عصا بش تحشمی رحنی مسلمین هدا رمشی روتین هدا اضهار المٸخر تفو علی النساأ فحلك هما لخلوناس تتكلم علی المرٸ المغربیۃ,1
تفو تفو تفو على بنادم,1
ثالثا لما كنجفو الكوزينة كنجفو من الداخل للخارج ماشي العكس انتي معفونة,1
الف مبروك نزار رجعتلو أغنية ديالو,0
ميكروبات تفو على مستوا وعلى اغاني وزايدها بتخوار,1
ما كينش لي خارج عليك يا بودلاقم قد المدلقشة ديال مرتك وجه الطواليط,1
قبح الله الفقر,0
لحمي بورش,0
لو كان يبغيك  ما يطلب منك التصاور,0
لا حول ولا قوة إلا بالله  قوم لوط وشوف تيفي منبر اعلامي لقوم لوط,1
النعلة راها كاتنزل عليك يوميا,1
واش موفر ليك كل الاحتياجات ديالك اش خاصك ,0
تحية للزوجة لمحامية فاطمة الزهراء الإبراهيمي كنا لمحامية فاطمة الزهراء الإبراهيمي ,0
من الأفلام القصيرة إلى الأفلام الطويلة,0
نااااري  شتي اجيك اشعار ديال البرتوش احححححح,0
تنكر للحلوى التي التهمها في وسط الحب والغرام شوف تيفي نزلتي المستوى,1
هههه زهوان بصح درية راه تاني حلوة راه اي واحد يخطبها يا واحد عفريت وناه لي يلقى وردة مثل هذي ومطلقهاش مهم تهلا فيها متستغلش ضعفها وكون رجل معها لان عشرة عمر مش تعود تريح تقولها انت بنت زنقة لان رجال واعرين وتقلب الا من رحمة الله مهم تخية لك من جزاير وربي كملك وايذا خصك اي مساعدة حنا هنا تخية خوتنا مغاربة,0
شراتها ليه الجزائر والشعب كيموت بالجوع,1
الله  يشوف من حالك أختي باينة فيك قلبك كبير وصبارة والله أختي ربي مايخيبك إلا تبتي لله من قلبك بدلي السكن والمدينة اللي عايشة فيهم الانسان  بالدنب اللي كان تايدير بحال التوب اللي لابسوا الا توسخ تايبدلو ماشي تايبقا فيه باش ربي يعاونك على وليداتك واختي راه الإنسان اللي خلق ربي في هاد الكون عندو المشاكيل وخُلِقَ الإنسان في كبد أي في الهم وربي عمم قال الإنسان ماقال لامومن ولا يهودي ولا نصراني ولاكن المسلم تيسلم روحو الله أو هي حية بتصفية القلب من جميع الشرور باش تايعيش هاني وتيخلق جنة في الدنيا بروحانيتها قبل الأخرة وعرفي اختي الاعشتي جنة في الدنيا غادي تعيشيها حتى فالاخرة إن شاء الله وآلله يهدينا ويهديك لطريق الحق ويدير لولدك ماشي بنتك راه اسمها كريم راه اسم على مسمى باين قلب حنين وضريف وخليه يفرض وجود ويتيق فالله ويكمل طريق ومايديهاش فالبشر إلى ديناها فكلام الناس كن النبي محمد صلى الله عليه وسلم مويصلش لينا الدين إلي هو  دستورنا اومنهجنا فهاد  الحياة قال آلله تعالى أوا حسبتم انما خلقناكم عبتا وأنكم إلينا لا ترجعون تاواحد ماخلقوا ربي غير زايد ناقص إلا لواحد الحكمة عالم بيها عالم الغيب والشهادة فاطر السموات والأرض خويا كريم انتا زوين بعد غير من لبليا غادي تولي أحسن راجل ألمخيرا تكون مرتك ولاكن بدل الحطة,0
اختي منين هاد جن لصقك لصقك ديري الخير قول لجن ديالك لصلح البلاد ويعاون فقراء,0
أولى على قلت الزلاط,1
من كثرة جمال صوت ديالك مبقيناش كنسمعو,1
دبا هذا راجل عندك ههه,1
الله يعطيك الصحة يا شوف تيفي راكم قايمين الواجب,0
بعيدا عن الجانب الديني  هناك اسباب مختلفة ادت بهؤلاء الى امتهان الدعارة بغض النظر عن الجانب الاقتصادية  لنفترض ان البنت غلطت و تم اكتشاف هذا من قبل عائلتها مما ادى الى هروبها و بالتالي دخولها في عالم الدعارة لتوفير المال لتسديد حاجاتها اليومية ,0
الله يشفيك اختي ,0
تا اش بينك وبين شي تمثيل ولى الغناء ,1
اشمن حرية واش هيا معرية فدارهم راه تعرات في الصحافة فهدي ولات العامة مبقاتش شخصية اتانيا اشغادي تعري راهم هما معريين خلوق بأفعالهم,1
ختي سيري شوفي طبيب نفساني راكي مريضة مرض نفسي منحيت اختي جن مسلم مكياديش سولي على هاد القضية,0
طريقة الكلام,0
تبرك الله عليك خويا هيشام تنتمنا تبقا معا نزار فهد ضروف صعب,0
الدنيا مادايما لحد ابنتي لا للغني ولا للفقير ومايغرك مال فكري فلقاء رب العالمين وفعذاب القبر  الله يرد بيك ويلا بغيتي تعيشي بالحلال قلبي راكي تلقاي وقليل ومداوم احسن من كثير ومقطوع,0
مال الجن اختي ماشي راجل هههههه,0
اعود بالله من غضب الله عليها جات كورونا غادي تندمي ا ختي يوم القيامة على العورة ديالك من راسك حتى رجليك الله يهديك للطريق المستقيم ختي غير قطعي صلاتك حسن ليك الله يهديك القيامة قريبة هدي هي الحقيقة,0
الله يرحمه ويسكنه فسيح جهنم,0
جا عندك مشيتي معاه مكانش طبيعي معاه صحابو اوا علاش مشيتي معاه بخاطرك راك مسؤوله على فعايلك,1
الزواج راه حترام من تقحبين الخاوي صافي كنموت على راجي ولا خطيبي نبقى نتقحبن في تلفون جمعو كركم واحد شوي,1
الله يحفظ المغرب من كيد الكائدين البوليزاريو اعداء الوطن الحبيب حسبنا الله ونعم الوكيل بانو على حقيقتهم حساد المغرب الموت لاعداء المغرب الصحراء مغربية من قديم الزمن ابوليزاريو المقملين الموصخين رخاص نموت ويحي الطن عاش الملك,0
تحية الملولي والله العظيم صدقتي راجل مع نزار نشوفكم في فديو كليب تاني طول من هدا,0
الله يشفيها  ياربي,0
كون كان زوين كراه حشمان,1
"خليكوم غير فالتفاهات ديلكوم شداكم ل رب ألبراهش 
دّْلْ شخصيا",1
عطي لجدو ,1
الله يعطيك كورنا قول امين يالحرامي,1
الله يعطيك الدل اكتر من الدل لنتا فيه,1
عنوان كيشبه في  وجه صحافية وجه الزك,1
شكرا لملولي درت بكلامنا وديرتي اغنية فقناة ديالو برافو نيزار هكدا نبغيواك روجولة تم رجولة,0
الزواج الفاتحة  دمرتها بيدك ختشي,0
والله ياختى حتى سرك دخلت شفت الفيديوات ديالك كلهم مكوزة فيهم للكاميرة علاش مادوريش لجيهة لخرة,1
بنت الرجااال تبارك الله عليبك اختي,0
والله تحية لهاد الراجل عبر عليك وراه حشومة مراة مزوجة وكتبين المؤخرة ديالها في الفيديوات الله يهدي مخلق تحية للرجل المغربي,1
قلة ما يدار تفو على شعب,1
بجوج خاصهم السجن,1
العنوان لاعلاقة,0
ههههههههه ويلي ويلي علا شوهااااا هههههههه وااا بزاااف,1
عطيني شي وصفة كاتحيد لحبوب فيا  حبوبات في وجهي,0
امالكي ياختي علها ملقتي متصيفتي ليه غير لحمك فيناهي كرامتك وعزت نفسك لي ديالك بوحدك تلفون  احبيبة مكيخبيش اصرار الناس,1
مفيها حتا عيب الله يسهل عليها ويصلح ليها البنيتة انا كتبانلي مرا ونص طاحت وجمعت نوضة وخدمت على راسها وزويينة قلباا وقالبا معند حتا كلب ميقول من لخر,0
شكون بكي يجي يتكى حدايا,0
تفو على ماركة,1
ههههه الله يهديك أختي كي درتي راه هادشي من المستحيلات أنك ولدتي معه ممكن تايتمتع بيك ولاكن باش تولدي معاه مايمكنش راك أختي هدا ماشي من سهل يصدقو العقل يتهيء ليك واه ولاكن باش تولدي معاه لا فكري مزيان ورجعي الله تعالي الله يفرجها وخلاص,0
ياربي تسترنا انا عمرني مدرت مكياج في حياتي,0
انا كنحبك     ,0
حيت عندها الوجه باش تبان اتبقا تعاود هادي اكبر دليل على افعالها الفاضحة,1
يعطيك الصحة والعافية  ياشوف تيفي  وقفو معها ترجع اعتبارها جزاكوم الله,0
لا جول  ولا قوة الا بالله العلي العظيم,0
كل واحد و وحد غيعرف بلي اي بنت يقدر يتضحك عليها بالهضرة زوينة حيت كيكونو محتاجين لداك لحب ولاكين باش يجي مسخ يصورها علاش را خاص لمجتمع يفهم بلي اي غلط كيوقع بين جوج رجل و مرأة و علاش لمجتمع ديالنا كيعاقب غير لمرأة على هاد نوع دلأغلاط لاجينا للواقع فلفيديو كينو جوج لاش هيا لي تعاقب و تخاد عليها هاد النضرة و أنا بصفتي بنت و مرأة فالمستقبل منقبلش يكون هاد نوع دلعنصرية فبلادي كيفما تعاقبات لبنت تا لولد يتعاقب و عاد خاصنا نراعيو لضروف النفسية لي كانت كتعيشها لبنت فاش كانت كدير داك لغلاط ,0
الله يهديك,0
الله يسترنا  هاذشي ولا خطير على المجتمع المغربي المحافظ,0
حول عينين ههههه سير الله يعطك غبري ياربي,1
انا إلى  كانو مغاربا  مع بعضهم,0
وسيري يعطيك الدقة مكديري حتا حاجة خايبة غادي يحن عليك الله إن الله لا يهدي قوم حتى يغيروا ما بانفسهم الله المستعان ,1
لا صوت لا صورة أعوذ بالله من الشيطان الرجيم موهبة تستحق الدفن,1
مبقاوش ارجال وين راهم أصحاب الخير عونو اختكم,1
مسامح كاع الدود لي غاياكلوني  من غير هاد دودة لي كلاتني باش نشوف هاد الفيديو,1
تبرك الله علك اختي انت بنت مثاليه لجيت اسفي غدي سال عنك نعطيك كادو,0
والله نزار لكان أيكمل أيغني راب خرجت عليه و يولي يدير حفلات,0
اوى الله يعطيك الدل من عندى,1
سرك غرزة نتي خرجا ريق,1
واش كضحكي على راسك ولى على ناس راه هذاك جن بشري,1
كان عليه يطلقها او ميتعداش عليا,0
رباعة زوامل لعيب فهاد زوامل لكيجيبوهم,1
حلوف وحلوفة وكلاب ضالة  وهذي النتيجة,1
من آخر عيقو صحرا نصبو عليها حروها جدودنا من طنجة لكويرة وسبتة ومليلية سدوها إسبان ‘خاص شعب المغربي يتحرك,0
واخة مدمن مخدرات راجل ونصف انت خايبة وزايدها بالبوزات العوجين قال ليك خايبة وكتقمش,1
قبح الله الجهل و الهوى الإنسان بلا عقيدة كالجسد بلا روح  اقتلوا ملا غيرت له  أن لم تستحي فاصنع ما شءت  اخواني المغاربة  علينا بالحكمة  بالهجر الكامل ولا كرامة,1
اختك كبيرة كبحال امك,0
ههههههههههههههههههه والله مكتحشمو,1
لا حول و لا قوة الا الله,0
باك ومك كون غير تفاو ضوء ديك الليلة ونعسو ولله ,1
وا خويا اش غنقوليك انت وهااد القناة ديالك لاااا حول و لا قوة الا بالله الضحك زوين لكن المصطلحاات الساقطة و المواضيع الطابوهاتية علاااش اخوياا دير مونتاج على شي حاجة نظحكوا و نستافدوا,1
كين ناس شرق هنا ,0
هدا خصو يمشي لفوار او السويرتي ماشي الصحافة الله يقلل عليكم العفة,1
كيهدر  كل عفوية  مالو  ضارب  الدكتورة  ولا الماستر الله يمسخكم  تفو  عليكم,1
كتحكي على علاقة غير شرعية و معاملات  غير محترمة للاسف,0
بنت الشعب  تريد العيش  عادي ,0
ويأتيك رجل غبي و يقول سآخذها روسية او أوروبيةكما تأتيك وتقول سآخذه تركي أو خليجي غبية أخته بنت بلده والمراض ها الحب وتعامل ورومانسية ديال بصح كان معكم فيلسوف مغربي من اسبانيا,0
حيونات يقوللها حلوفة و تجاوب و تغني زبل,1
الله يحفظ المغرب من كيد الكائدين ,0
هذا الشيطان ضعيف جدا مع جنوده و حراس و خدامه,0
كاين شي ارميز,0
الله يعطيك شي مصيبة الموصيبة ألموسخا أتفو,1
